Cell,meta_cluster
BM3_bcAVFB,HSC/MPP
BM3_bcCWYF,HSC/MPP
BM3_bcDPPX,HSC/MPP
BM3_bcBEQJ,HSC/MPP
BM3_bcEDNS,HSC/MPP
BM3_bcDWPR,HSC/MPP
BM3_bcEWUE,HSC/MPP
BM3_bcBMCI,HSC/MPP
BM3_bcBXWV,HSC/MPP
BM3_bcBJTV,HSC/MPP
BM3_bcBEOQ,Myeloid-biased-MPP
BM3_bcGIMB,HSC/MPP
BM3_bcHHCW,Granulocyte
BM3_bcGCUG,HSC/MPP
BM3_bcABQI,HSC/MPP
BM3_bcGBRU,HSC/MPP
BM3_bcAFHG,HSC/MPP
BM3_bcDXTX,HSC/MPP
BM3_bcAOJH,HSC/MPP
BM3_bcAAJG,HSC/MPP
BM3_bcDQJL,HSC/MPP
BM3_bcHCJX,HSC/MPP
BM3_bcGTIP,Meg/Ery-biased-MPP
BM3_bcANBN,HSC/MPP
BM3_bcAZTC,HSC/MPP
BM3_bcBIDP,HSC/MPP
BM3_bcASTL,HSC/MPP
BM3_bcAKHQ,Meg/Ery-biased-MPP
BM3_bcFDDA,Meg/Ery-biased-MPP
BM3_bcGDIX,HSC/MPP
BM3_bcCXEZ,Meg/Ery-biased-MPP
BM3_bcCTWC,HSC/MPP
BM3_bcFSZK,HSC/MPP
BM3_bcEEJU,Lymphoid
BM3_bcBEPT,HSC/MPP
BM3_bcCPTU,Myeloid-biased-MPP
BM3_bcFTVC,HSC/MPP
BM3_bcHIKH,HSC/MPP
BM3_bcDUJH,HSC/MPP
BM3_bcGRHQ,HSC/MPP
BM3_bcCNQM,HSC/MPP
BM3_bcEQAB,HSC/MPP
BM3_bcBOWC,HSC/MPP
BM3_bcAQGZ,HSC/MPP
BM3_bcGHZE,HSC/MPP
BM3_bcGOYZ,HSC/MPP
BM3_bcBDKU,HSC/MPP
BM3_bcHJCT,HSC/MPP
BM3_bcDLQG,HSC/MPP
BM3_bcBNOU,HSC/MPP
BM3_bcAWCZ,HSC/MPP
BM3_bcGSYW,HSC/MPP
BM3_bcETQK,HSC/MPP
BM3_bcDTVZ,Myeloid-biased-MPP
BM3_bcDZWW,HSC/MPP
BM3_bcDLKM,HSC/MPP
BM3_bcBYOB,HSC/MPP
BM3_bcHZTU,HSC/MPP
BM3_bcAZRG,HSC/MPP
BM3_bcEVBC,HSC/MPP
BM3_bcHKVW,HSC/MPP
BM3_bcCZTT,HSC/MPP
BM3_bcCXJS,Meg/Ery-biased-MPP
BM3_bcAJLE,HSC/MPP
BM3_bcGAYT,HSC/MPP
BM3_bcGOKC,HSC/MPP
BM3_bcHILA,HSC/MPP
BM3_bcEIXV,HSC/MPP
BM3_bcHLHW,Meg/Ery-biased-MPP
BM3_bcEUWF,HSC/MPP
BM3_bcIBNJ,HSC/MPP
BM3_bcGUYX,HSC/MPP
BM3_bcFMOM,HSC/MPP
BM3_bcFCMD,HSC/MPP
BM3_bcHGPN,HSC/MPP
BM3_bcBYFC,HSC/MPP
BM3_bcEYXQ,HSC/MPP
BM3_bcAXWF,HSC/MPP
BM3_bcHOEW,HSC/MPP
BM3_bcEXEX,HSC/MPP
BM3_bcANSC,HSC/MPP
BM3_bcDISZ,HSC/MPP
BM3_bcIGJY,HSC/MPP
BM3_bcCQFK,HSC/MPP
BM3_bcFHWN,HSC/MPP
BM3_bcEJGH,HSC/MPP
BM3_bcBJVC,HSC/MPP
BM3_bcBHMY,HSC/MPP
BM3_bcEFWW,HSC/MPP
BM3_bcBBSQ,Myeloid-biased-MPP
BM3_bcBKVV,HSC/MPP
BM3_bcHUKW,HSC/MPP
BM3_bcCHAV,HSC/MPP
BM3_bcCFJE,HSC/MPP
BM3_bcDYTG,HSC/MPP
BM3_bcDDLG,HSC/MPP
BM3_bcIFJF,HSC/MPP
BM3_bcIIYL,HSC/MPP
BM3_bcFFUC,HSC/MPP
BM3_bcCBXF,HSC/MPP
BM3_bcDBEW,HSC/MPP
BM3_bcFQEC,HSC/MPP
BM3_bcDOOV,HSC/MPP
BM3_bcBFDL,HSC/MPP
BM3_bcHKMU,HSC/MPP
BM3_bcBPUM,HSC/MPP
BM3_bcGYUV,HSC/MPP
BM3_bcDQCI,HSC/MPP
BM3_bcCJVI,HSC/MPP
BM3_bcAUDA,HSC/MPP
BM3_bcIHBH,HSC/MPP
BM3_bcEJVN,HSC/MPP
BM3_bcAWHT,HSC/MPP
BM3_bcELCF,HSC/MPP
BM3_bcDHSI,HSC/MPP
BM3_bcCAVL,Myeloid-biased-MPP
BM3_bcBIXE,HSC/MPP
BM3_bcAFSX,HSC/MPP
BM3_bcANNZ,HSC/MPP
BM3_bcHFWV,HSC/MPP
BM3_bcGUTJ,HSC/MPP
BM3_bcCMSF,HSC/MPP
BM3_bcGMPO,HSC/MPP
BM3_bcHJQN,HSC/MPP
BM3_bcALGN,HSC/MPP
BM3_bcDTCM,HSC/MPP
BM3_bcANOJ,HSC/MPP
BM3_bcDQZE,HSC/MPP
BM3_bcHYGI,HSC/MPP
BM3_bcEFHQ,HSC/MPP
BM3_bcDZAB,HSC/MPP
BM3_bcASVU,HSC/MPP
BM3_bcGACC,HSC/MPP
BM3_bcAYJL,HSC/MPP
BM3_bcHIBU,HSC/MPP
BM3_bcCKME,HSC/MPP
BM3_bcEIFQ,HSC/MPP
BM3_bcBQLB,HSC/MPP
BM3_bcGGOW,Myeloid-biased-MPP
BM3_bcDBGL,HSC/MPP
BM3_bcAVNE,HSC/MPP
BM3_bcAYES,HSC/MPP
BM3_bcBGLR,HSC/MPP
BM3_bcHNJK,HSC/MPP
BM3_bcFTBN,HSC/MPP
BM3_bcGLCX,HSC/MPP
BM3_bcBEXV,HSC/MPP
BM3_bcFCXL,HSC/MPP
BM3_bcEJJF,HSC/MPP
BM3_bcGEPE,HSC/MPP
BM3_bcHXLS,HSC/MPP
BM3_bcATCF,HSC/MPP
BM3_bcDTME,HSC/MPP
BM3_bcCKBS,HSC/MPP
BM3_bcAXHM,Meg/Ery-biased-MPP
BM3_bcCULS,Myeloid-biased-MPP
BM3_bcDJPQ,HSC/MPP
BM3_bcBYWE,Myeloid-biased-MPP
BM3_bcGOAQ,HSC/MPP
BM3_bcGLRQ,HSC/MPP
BM3_bcELNW,HSC/MPP
BM3_bcAYON,Lymphoid
BM3_bcHREK,HSC/MPP
BM3_bcGFYS,HSC/MPP
BM3_bcGXGK,HSC/MPP
BM3_bcDXOT,HSC/MPP
BM3_bcIBUC,Meg/Ery-biased-MPP
BM3_bcFQLM,HSC/MPP
BM3_bcFTEI,HSC/MPP
BM3_bcDFJX,HSC/MPP
BM3_bcBGDP,HSC/MPP
BM3_bcEDYI,HSC/MPP
BM3_bcHIMB,HSC/MPP
BM3_bcFOBX,HSC/MPP
BM3_bcETZP,HSC/MPP
BM3_bcARLH,HSC/MPP
BM3_bcHRAW,HSC/MPP
BM3_bcGZEJ,HSC/MPP
BM3_bcFNTO,HSC/MPP
BM3_bcCLXT,HSC/MPP
BM3_bcDBZK,HSC/MPP
BM3_bcDAYD,HSC/MPP
BM3_bcCCZS,HSC/MPP
BM3_bcEUXJ,HSC/MPP
BM3_bcGVJS,Lymphoid
BM3_bcDSDY,HSC/MPP
BM3_bcARYS,HSC/MPP
BM3_bcBXYH,HSC/MPP
BM3_bcHNXK,Meg/Ery-biased-MPP
BM3_bcGCJU,HSC/MPP
BM3_bcCWOS,HSC/MPP
BM3_bcBOKB,HSC/MPP
BM3_bcFKCL,HSC/MPP
BM3_bcBXLO,HSC/MPP
BM3_bcDTEK,HSC/MPP
BM3_bcANIZ,HSC/MPP
BM3_bcBUNL,HSC/MPP
BM3_bcCTVZ,HSC/MPP
BM3_bcAGPN,Myeloid-biased-MPP
BM3_bcATHE,Lymphoid
BM3_bcFJLP,HSC/MPP
BM3_bcBAOE,Lymphoid
BM3_bcFKAM,HSC/MPP
BM3_bcHPEX,HSC/MPP
BM3_bcGLNE,HSC/MPP
BM3_bcHXVB,HSC/MPP
BM3_bcAGGB,HSC/MPP
BM3_bcBCMV,HSC/MPP
BM3_bcCYOE,HSC/MPP
BM3_bcFTRS,HSC/MPP
BM3_bcFMEX,HSC/MPP
BM3_bcDJAI,HSC/MPP
BM3_bcFGXH,HSC/MPP
BM3_bcHVXR,HSC/MPP
BM3_bcFKJK,Meg/Ery-biased-MPP
BM3_bcEHEC,HSC/MPP
BM3_bcHSDW,HSC/MPP
BM3_bcBUOK,HSC/MPP
BM3_bcGRJJ,HSC/MPP
BM3_bcFTGQ,HSC/MPP
BM3_bcBKZK,HSC/MPP
BM3_bcGKOA,HSC/MPP
BM3_bcIBFN,HSC/MPP
BM3_bcHUTX,HSC/MPP
BM3_bcCCKJ,HSC/MPP
BM3_bcCUQD,HSC/MPP
BM3_bcFSXD,HSC/MPP
BM3_bcDSTL,HSC/MPP
BM3_bcCUAJ,HSC/MPP
BM3_bcGPQJ,HSC/MPP
BM3_bcDMYP,HSC/MPP
BM3_bcCHBD,HSC/MPP
BM3_bcDDIQ,HSC/MPP
BM3_bcCYAY,Myeloid-biased-MPP
BM3_bcAREV,Lymphoid
BM3_bcDXGG,HSC/MPP
BM3_bcAMTA,HSC/MPP
BM3_bcHUZC,HSC/MPP
BM3_bcAHCA,HSC/MPP
BM3_bcBBCN,HSC/MPP
BM3_bcFMWH,Meg/Ery-biased-MPP
BM3_bcBAVI,HSC/MPP
BM3_bcBCIW,HSC/MPP
BM3_bcHAEG,HSC/MPP
BM3_bcBSRA,HSC/MPP
BM3_bcHWBG,HSC/MPP
BM3_bcBQNQ,HSC/MPP
BM3_bcEFLH,HSC/MPP
BM3_bcHHOD,HSC/MPP
BM3_bcBGVE,HSC/MPP
BM3_bcDDDI,HSC/MPP
BM3_bcFAMH,HSC/MPP
BM3_bcFQIH,HSC/MPP
BM3_bcBKQM,HSC/MPP
BM3_bcBFKF,Meg/Ery-biased-MPP
BM3_bcGBOB,HSC/MPP
BM3_bcCRUY,HSC/MPP
BM3_bcEDYW,HSC/MPP
BM3_bcDZAZ,HSC/MPP
BM3_bcDTCQ,HSC/MPP
BM3_bcABHN,HSC/MPP
BM3_bcHOBX,HSC/MPP
BM3_bcFREW,HSC/MPP
BM3_bcFBXU,HSC/MPP
BM3_bcAMIU,HSC/MPP
BM3_bcIJFS,HSC/MPP
BM3_bcAALW,HSC/MPP
BM3_bcDDVH,HSC/MPP
BM3_bcIHVW,HSC/MPP
BM3_bcCLTT,HSC/MPP
BM3_bcGZJZ,HSC/MPP
BM3_bcEYFL,HSC/MPP
BM3_bcGMYI,HSC/MPP
BM3_bcHZHN,HSC/MPP
BM3_bcIBMG,HSC/MPP
BM3_bcGAAJ,HSC/MPP
BM3_bcBCOS,HSC/MPP
BM3_bcGNKU,HSC/MPP
BM3_bcGSSM,HSC/MPP
BM3_bcAPNL,HSC/MPP
BM3_bcDTCP,HSC/MPP
BM3_bcCYOG,Myeloid-biased-MPP
BM3_bcIFXY,HSC/MPP
BM3_bcCXOD,HSC/MPP
BM3_bcCVXA,HSC/MPP
BM3_bcBBDF,Lymphoid
BM3_bcHTLK,HSC/MPP
BM3_bcCYLR,HSC/MPP
BM3_bcBBBC,HSC/MPP
BM3_bcEEXG,HSC/MPP
BM3_bcDXEE,HSC/MPP
BM3_bcEULP,HSC/MPP
BM3_bcHCWU,HSC/MPP
BM3_bcEYJA,HSC/MPP
BM3_bcHNFD,Lymphoid
BM3_bcFZKE,HSC/MPP
BM3_bcEKKZ,HSC/MPP
BM3_bcDRZD,HSC/MPP
BM3_bcIHYL,HSC/MPP
BM3_bcDIGC,HSC/MPP
BM3_bcEQGL,HSC/MPP
BM3_bcHLTD,Myeloid-biased-MPP
BM3_bcGILR,HSC/MPP
BM3_bcCOYT,HSC/MPP
BM3_bcAZHT,HSC/MPP
BM3_bcBHWP,HSC/MPP
BM3_bcBOQQ,HSC/MPP
BM3_bcHVPG,HSC/MPP
BM3_bcFEKK,Lymphoid
BM3_bcFODK,HSC/MPP
BM3_bcEWDP,HSC/MPP
BM3_bcEBPV,HSC/MPP
BM3_bcCOPS,HSC/MPP
BM3_bcASID,HSC/MPP
BM3_bcIFRB,HSC/MPP
BM3_bcCGJE,HSC/MPP
BM3_bcBJLF,HSC/MPP
BM3_bcHHSL,HSC/MPP
BM3_bcHIOV,HSC/MPP
BM3_bcEBDE,HSC/MPP
BM3_bcGKKA,HSC/MPP
BM3_bcGQNA,Meg/Ery-biased-MPP
BM3_bcHMEJ,HSC/MPP
BM3_bcCYLV,HSC/MPP
BM3_bcHPNA,HSC/MPP
BM3_bcGRAX,HSC/MPP
BM3_bcFJIF,HSC/MPP
BM3_bcHVPT,HSC/MPP
BM3_bcECLX,HSC/MPP
BM3_bcDAMS,HSC/MPP
BM3_bcDQEZ,HSC/MPP
BM3_bcAOMY,HSC/MPP
BM3_bcADBQ,HSC/MPP
BM3_bcCPWU,HSC/MPP
BM3_bcCOBQ,HSC/MPP
BM3_bcGJBN,Myeloid-biased-MPP
BM3_bcCQSR,HSC/MPP
BM3_bcCMNS,HSC/MPP
BM3_bcEERO,HSC/MPP
BM3_bcGGTH,HSC/MPP
BM3_bcDBGW,HSC/MPP
BM3_bcAAQM,HSC/MPP
BM3_bcDQKS,HSC/MPP
BM3_bcCXGP,Myeloid-biased-MPP
BM3_bcCQHB,HSC/MPP
BM3_bcCEQC,Basophil
BM3_bcCFTY,HSC/MPP
BM3_bcFJOX,HSC/MPP
BM3_bcCGSW,HSC/MPP
BM3_bcBTGB,HSC/MPP
BM3_bcENLH,HSC/MPP
BM3_bcCIZM,HSC/MPP
BM3_bcHOCW,HSC/MPP
BM3_bcDZLA,HSC/MPP
BM3_bcFPOG,HSC/MPP
BM3_bcDCIH,Meg/Ery-biased-MPP
BM3_bcDBDG,HSC/MPP
BM3_bcGOLE,HSC/MPP
BM3_bcCKLY,HSC/MPP
BM3_bcHKLH,Lymphoid
BM3_bcCSCD,Meg/Ery-biased-MPP
BM3_bcAJSU,HSC/MPP
BM3_bcCOTN,HSC/MPP
BM3_bcGFQW,HSC/MPP
BM3_bcIEYQ,HSC/MPP
BM3_bcGQSE,HSC/MPP
BM3_bcAFEB,HSC/MPP
BM3_bcEUOH,HSC/MPP
BM3_bcBGFX,Meg/Ery-biased-MPP
BM3_bcHOYA,HSC/MPP
BM3_bcAVRD,HSC/MPP
BM3_bcGUMQ,HSC/MPP
BM3_bcDUNJ,Lymphoid
BM3_bcAZTH,HSC/MPP
BM3_bcDDCK,HSC/MPP
BM3_bcIFET,Monocyte
BM3_bcFHLM,Myeloid-biased-MPP
BM3_bcGMAY,HSC/MPP
BM3_bcDLMN,HSC/MPP
BM3_bcHTKU,HSC/MPP
BM3_bcGWFQ,HSC/MPP
BM3_bcEAZJ,HSC/MPP
BM3_bcEDPK,Monocyte
BM3_bcEUWC,HSC/MPP
BM3_bcHKXZ,Meg/Ery-biased-MPP
BM3_bcDBCB,HSC/MPP
BM3_bcELEV,HSC/MPP
BM3_bcBKWO,HSC/MPP
BM3_bcDTRY,HSC/MPP
BM3_bcDFJL,HSC/MPP
BM3_bcDOYL,HSC/MPP
BM3_bcADFV,HSC/MPP
BM3_bcBZXT,HSC/MPP
BM3_bcALHN,HSC/MPP
BM3_bcCTUW,HSC/MPP
BM3_bcBVBA,HSC/MPP
BM3_bcBBRM,HSC/MPP
BM3_bcENBH,Lymphoid
BM3_bcBNIJ,Myeloid-biased-MPP
BM3_bcGGXA,Meg/Ery-biased-MPP
BM3_bcFLZZ,HSC/MPP
BM3_bcCVFL,HSC/MPP
BM3_bcBQQS,HSC/MPP
BM3_bcBAFN,HSC/MPP
BM3_bcGBKC,HSC/MPP
BM3_bcCLZI,HSC/MPP
BM3_bcDZVG,HSC/MPP
BM3_bcEXGN,HSC/MPP
BM3_bcHRXG,HSC/MPP
BM3_bcBMJY,HSC/MPP
BM3_bcACWH,HSC/MPP
BM3_bcAIRU,HSC/MPP
BM3_bcHNDW,HSC/MPP
BM3_bcGMCU,HSC/MPP
BM3_bcFGOA,Myeloid-biased-MPP
BM3_bcAFGC,HSC/MPP
BM3_bcEDAL,Myeloid-biased-MPP
BM3_bcAUZQ,HSC/MPP
BM3_bcBHMO,HSC/MPP
BM3_bcDLDY,HSC/MPP
BM3_bcCPWT,HSC/MPP
BM3_bcGIUO,HSC/MPP
BM3_bcAFLL,HSC/MPP
BM3_bcBVJP,Meg/Ery-biased-MPP
BM3_bcBVQK,HSC/MPP
BM3_bcGBHW,HSC/MPP
BM3_bcGENR,HSC/MPP
BM3_bcICSN,HSC/MPP
BM3_bcGMOT,HSC/MPP
BM3_bcGLUX,HSC/MPP
BM3_bcFNRG,HSC/MPP
BM3_bcCOZA,HSC/MPP
BM3_bcBPSK,HSC/MPP
BM3_bcEKVE,HSC/MPP
BM3_bcDKRA,HSC/MPP
BM3_bcFLAL,HSC/MPP
BM3_bcEQNP,HSC/MPP
BM3_bcDBAO,HSC/MPP
BM3_bcHWGU,HSC/MPP
BM3_bcCZPY,HSC/MPP
BM3_bcGZWN,HSC/MPP
BM3_bcGQTQ,HSC/MPP
BM3_bcGYBD,HSC/MPP
BM3_bcCGIA,HSC/MPP
BM3_bcBQTG,HSC/MPP
BM3_bcGFNB,Meg/Ery-biased-MPP
BM3_bcCMIG,Meg/Ery-biased-MPP
BM3_bcEGTI,HSC/MPP
BM3_bcFOLK,HSC/MPP
BM3_bcFBJN,HSC/MPP
BM3_bcBXVD,Lymphoid
BM3_bcGRBY,HSC/MPP
BM3_bcGSDU,Meg/Ery-biased-MPP
BM3_bcGEDG,HSC/MPP
BM3_bcDSCM,HSC/MPP
BM3_bcFKUM,HSC/MPP
BM3_bcCFLS,HSC/MPP
BM3_bcBVFI,HSC/MPP
BM3_bcBQKX,HSC/MPP
BM3_bcEGUI,HSC/MPP
BM3_bcFOIV,HSC/MPP
BM3_bcGMNM,Meg/Ery-biased-MPP
BM3_bcDNLE,HSC/MPP
BM3_bcFFJF,HSC/MPP
BM3_bcIELQ,Myeloid-biased-MPP
BM3_bcGCMC,HSC/MPP
BM3_bcGUEN,HSC/MPP
BM3_bcGOEH,HSC/MPP
BM3_bcGOPG,HSC/MPP
BM3_bcFZWH,HSC/MPP
BM3_bcDFIK,HSC/MPP
BM3_bcCKAR,HSC/MPP
BM3_bcGQXN,HSC/MPP
BM3_bcDZUE,HSC/MPP
BM3_bcCUZU,HSC/MPP
BM3_bcACQX,HSC/MPP
BM3_bcAIHB,HSC/MPP
BM3_bcHTPG,HSC/MPP
BM3_bcGULW,HSC/MPP
BM3_bcGEDX,HSC/MPP
BM3_bcHQNE,HSC/MPP
BM3_bcGAGG,HSC/MPP
BM3_bcDEJX,Lymphoid
BM3_bcEHBG,HSC/MPP
BM3_bcICUT,Meg/Ery-biased-MPP
BM3_bcGGCM,Lymphoid
BM3_bcCVTL,HSC/MPP
BM3_bcCIVR,Granulocyte
BM3_bcEHWD,HSC/MPP
BM3_bcCUPB,HSC/MPP
BM3_bcBZKD,HSC/MPP
BM3_bcIAHJ,HSC/MPP
BM3_bcBHWO,Meg/Ery-biased-MPP
BM3_bcHAIJ,HSC/MPP
BM3_bcHXTF,HSC/MPP
BM3_bcBXUU,HSC/MPP
BM3_bcEVCE,HSC/MPP
BM3_bcDHZX,HSC/MPP
BM3_bcAVUU,HSC/MPP
BM3_bcCELP,HSC/MPP
BM3_bcETZO,HSC/MPP
BM3_bcEUIU,Lymphoid
BM3_bcEDAC,HSC/MPP
BM3_bcDAAR,HSC/MPP
BM3_bcADBJ,Myeloid-biased-MPP
BM3_bcACGW,HSC/MPP
BM3_bcEKCU,HSC/MPP
BM3_bcDYDC,HSC/MPP
BM3_bcHWXH,HSC/MPP
BM3_bcDYGC,HSC/MPP
BM3_bcIAWT,HSC/MPP
BM3_bcEQMB,HSC/MPP
BM3_bcAQKD,HSC/MPP
BM3_bcCGXL,HSC/MPP
BM3_bcGLSV,Meg/Ery-biased-MPP
BM3_bcIJIM,Monocyte
BM3_bcDFXL,HSC/MPP
BM3_bcFPHP,Myeloid-biased-MPP
BM3_bcCYEZ,Erythroid
BM3_bcDLIT,Erythroid
BM3_bcDACR,Erythroid
BM3_bcCHQB,Erythroid
BM3_bcCXBX,Erythroid
BM3_bcAJBU,Erythroid
BM3_bcCOPP,Erythroid
BM3_bcAKEO,Erythroid
BM3_bcHCJY,Erythroid
BM3_bcHJSC,Erythroid
BM3_bcDRHX,Erythroid
BM3_bcFCCQ,Erythroid
BM3_bcAHCU,Erythroid
BM3_bcFNHH,Erythroid
BM3_bcIDRQ,Erythroid
BM3_bcEFZR,Erythroid
BM3_bcFBZQ,Erythroid
BM3_bcFXRL,Erythroid
BM3_bcHYOR,Erythroid
BM3_bcFFFJ,Erythroid
BM3_bcDSUQ,Erythroid
BM3_bcBRYK,Erythroid
BM3_bcBHBQ,Erythroid
BM3_bcBSQO,Erythroid
BM3_bcEXLN,Erythroid
BM3_bcFIND,Erythroid
BM3_bcCIXW,Erythroid
BM3_bcCGMV,Erythroid
BM3_bcBMKL,Erythroid
BM3_bcGSUZ,Erythroid
BM3_bcCVQP,Erythroid
BM3_bcDQYE,Erythroid
BM3_bcGUFI,Erythroid
BM3_bcFIGM,Erythroid
BM3_bcCOZH,Erythroid
BM3_bcEAFD,Erythroid
BM3_bcGHPU,Erythroid
BM3_bcEOIQ,Erythroid
BM3_bcHHGF,Erythroid
BM3_bcBVKH,Erythroid
BM3_bcEWVP,Erythroid
BM3_bcHKIQ,Erythroid
BM3_bcEZRS,Erythroid
BM3_bcCGVX,Erythroid
BM3_bcEIXO,Erythroid
BM3_bcDPYQ,Erythroid
BM3_bcEGFE,Erythroid
BM3_bcEKPB,Erythroid
BM3_bcHTLT,Erythroid
BM3_bcCVGS,Erythroid
BM3_bcBPDM,Erythroid
BM3_bcEBYF,Erythroid
BM3_bcHSDS,Erythroid
BM3_bcAWYN,Erythroid
BM3_bcHKNE,Erythroid
BM3_bcHAXA,Erythroid
BM3_bcDVNV,Erythroid
BM3_bcCADG,Erythroid
BM3_bcDKHE,Erythroid
BM3_bcACPM,Erythroid
BM3_bcDQNE,Meg/Ery-biased-MPP
BM3_bcCTRO,Erythroid
BM3_bcHMHN,Erythroid
BM3_bcFRBF,Erythroid
BM3_bcHMND,Erythroid
BM3_bcBYAD,Erythroid
BM3_bcFQDW,Erythroid
BM3_bcBAAS,Erythroid
BM3_bcHXBJ,Erythroid
BM3_bcALQH,Erythroid
BM3_bcDKUL,Erythroid
BM3_bcCIQN,Erythroid
BM3_bcFNCC,Erythroid
BM3_bcCHBR,Erythroid
BM3_bcEXIM,Erythroid
BM3_bcHLAG,Platelet
BM3_bcEJOK,Erythroid
BM3_bcABPA,Erythroid
BM3_bcDVCQ,Erythroid
BM3_bcCBGN,Erythroid
BM3_bcGTDE,Erythroid
BM3_bcDHAK,Erythroid
BM3_bcHEGM,Erythroid
BM3_bcHVID,Erythroid
BM3_bcBZZF,Erythroid
BM3_bcFAEA,Erythroid
BM3_bcICJP,Erythroid
BM3_bcBZII,Erythroid
BM3_bcAXBR,Erythroid
BM3_bcHYVY,Erythroid
BM3_bcAXIA,Erythroid
BM3_bcGJPU,Erythroid
BM3_bcHEQS,Erythroid
BM3_bcDJWM,Erythroid
BM3_bcEPAQ,Erythroid
BM3_bcCCAR,Erythroid
BM3_bcBIFT,Erythroid
BM3_bcFDQO,Erythroid
BM3_bcFTHL,Erythroid
BM3_bcAVMM,Erythroid
BM3_bcBRMD,Erythroid
BM3_bcFAST,Erythroid
BM3_bcFYZW,Erythroid
BM3_bcBFOK,Erythroid
BM3_bcCIOG,Erythroid
BM3_bcBKPY,Erythroid
BM3_bcHXUN,Erythroid
BM3_bcHAWD,Erythroid
BM3_bcAZTW,Erythroid
BM3_bcDMJY,Erythroid
BM3_bcGIRN,Erythroid
BM3_bcGXBO,Erythroid
BM3_bcHLYC,Erythroid
BM3_bcHZJX,Erythroid
BM3_bcCRNM,Erythroid
BM3_bcGWZJ,Erythroid
BM3_bcHOCD,Erythroid
BM3_bcCVTP,Erythroid
BM3_bcHJVD,Erythroid
BM3_bcGADU,Erythroid
BM3_bcIDJZ,Erythroid
BM3_bcAZEH,Erythroid
BM3_bcCNEV,Erythroid
BM3_bcAIDN,Erythroid
BM3_bcBBDS,Erythroid
BM3_bcCGUR,Erythroid
BM3_bcCQQM,Erythroid
BM3_bcAJPN,Erythroid
BM3_bcFNXI,Erythroid
BM3_bcHMZP,Erythroid
BM3_bcANPP,Erythroid
BM3_bcDUYE,Erythroid
BM3_bcHXHY,Erythroid
BM3_bcGKQJ,Erythroid
BM3_bcCBGR,Erythroid
BM3_bcCTYE,Erythroid
BM3_bcCWJV,Erythroid
BM3_bcBWGX,Erythroid
BM3_bcANVA,Erythroid
BM3_bcDHED,Erythroid
BM3_bcALIQ,Erythroid
BM3_bcDJXU,Erythroid
BM3_bcBVVT,Erythroid
BM3_bcICTN,Erythroid
BM3_bcHKTA,Erythroid
BM3_bcAXAU,Erythroid
BM3_bcENKU,Erythroid
BM3_bcDUEZ,Erythroid
BM3_bcCWKJ,Granulocyte
BM3_bcBEDZ,Granulocyte
BM3_bcELBH,Granulocyte
BM3_bcHPPK,Granulocyte
BM3_bcHEZS,Granulocyte
BM3_bcAYVQ,Granulocyte
BM3_bcBALO,Granulocyte
BM3_bcDSJZ,Granulocyte
BM3_bcHARF,Granulocyte
BM3_bcCHDJ,Granulocyte
BM3_bcBLVS,Granulocyte
BM3_bcEHBT,Granulocyte
BM3_bcDVVZ,Granulocyte
BM3_bcAFAI,Granulocyte
BM3_bcDPUU,Granulocyte
BM3_bcCZTX,Granulocyte
BM3_bcDLNH,Granulocyte
BM3_bcASSN,Granulocyte
BM3_bcCCDD,Granulocyte
BM3_bcCZZF,Granulocyte
BM3_bcDLQA,Granulocyte
BM3_bcGDWH,Granulocyte
BM3_bcCQOF,Granulocyte
BM3_bcCQBI,Granulocyte
BM3_bcBSMI,Granulocyte
BM3_bcFAXR,Granulocyte
BM3_bcEXCM,Granulocyte
BM3_bcCFZT,Granulocyte
BM3_bcHJBO,Granulocyte
BM3_bcCNHG,Granulocyte
BM3_bcHREI,Granulocyte
BM3_bcGECU,Granulocyte
BM3_bcGHQZ,Granulocyte
BM3_bcDUFT,Granulocyte
BM3_bcGXHA,Granulocyte
BM3_bcIIJU,Granulocyte
BM3_bcDWDK,Granulocyte
BM3_bcAJKY,Granulocyte
BM3_bcDMIF,Granulocyte
BM3_bcIIUY,Granulocyte
BM3_bcCIEV,Granulocyte
BM3_bcDTXA,Granulocyte
BM3_bcHUNL,Granulocyte
BM3_bcFUMM,Granulocyte
BM3_bcFKIW,Granulocyte
BM3_bcGYYC,Granulocyte
BM3_bcEHWW,Granulocyte
BM3_bcBDLG,Granulocyte
BM3_bcAZKN,Granulocyte
BM3_bcGUQM,Granulocyte
BM3_bcBNTB,Granulocyte
BM3_bcIHUV,Granulocyte
BM3_bcBGZU,Granulocyte
BM3_bcAQJC,Granulocyte
BM3_bcCEGC,Granulocyte
BM3_bcHABI,Granulocyte
BM3_bcABBU,Granulocyte
BM3_bcCFAZ,Granulocyte
BM3_bcELPQ,Granulocyte
BM3_bcFSSM,Granulocyte
BM3_bcICBS,Granulocyte
BM3_bcANOG,Granulocyte
BM3_bcDPSL,Granulocyte
BM3_bcAYSG,Granulocyte
BM3_bcCYNX,Granulocyte
BM3_bcCLZW,Granulocyte
BM3_bcAKJW,Granulocyte
BM3_bcAXVK,Myeloid-biased-MPP
BM3_bcABFA,Granulocyte
BM3_bcCZST,Granulocyte
BM3_bcFJKC,Myeloid-biased-MPP
BM3_bcBLCR,Granulocyte
BM3_bcHSFI,Granulocyte
BM3_bcAIHO,Granulocyte
BM3_bcEJVE,Granulocyte
